Continent,Year,Life expectancy 
Oceania,2002,71.9
Oceania,2001,71.8
Oceania,2000,71.6
South America,2015,71.2
South America,2014,71.1
South America,2013,71
South America,2012,78
South America,2011,76
South America,2010,74
South America,2009,71
South America,2008,69.9
South America,2007,69.7
South America,2006,69.6
South America,2005,69.5
South America,2004,69.4
South America,2003,69.3
South America,2002,69.2
South America,2001,69.1
South America,2000,69.1
Africa,2015,75.3
Africa,2014,75.1
Africa,2013,74.9
Africa,2012,74.9
Africa,2011,74.8
Africa,2010,74.8
Africa,2009,74.7
Africa,2008,74.7
Africa,2007,74.6
Africa,2006,74.4
Africa,2005,74.2
Africa,2004,74
Africa,2003,73.7
Africa,2002,73.5
Africa,2001,73.2
Africa,2000,72.9
Europe / Asia,2015,75.8
Europe / Asia,2014,75.5
Europe / Asia,2013,75.2
Europe / Asia,2012,74.8
Europe / Asia,2011,74.5
Europe / Asia,2010,74.2
Europe / Asia,2009,73.9
Europe / Asia,2008,73.5
Europe / Asia,2007,73.2
Europe / Asia,2006,72.8
Europe / Asia,2005,72.4
Europe / Asia,2004,72
Europe / Asia,2003,71.6
Europe / Asia,2002,71.2
Europe / Asia,2001,78
Europe / Asia,2000,74
Asia,2015,66.3
Asia,2014,66
Asia,2013,65.4
Asia,2012,65.6
Asia,2011,65.6
Asia,2010,65.8
Asia,2009,65.6
Asia,2008,64.5
Asia,2007,64.1
Asia,2006,63.7
Asia,2005,63.3
Asia,2004,63.5
Asia,2003,63.4
Asia,2002,63.3
Asia,2001,64
Asia,2000,63.8
Oceania,2013,
Africa,2015,62.3
Africa,2014,61.5
Africa,2013,67
Africa,2012,60
Africa,2011,59.3
Africa,2010,58.4
Africa,2009,57.5
Africa,2008,56.3
Africa,2007,55.5
Africa,2006,54.9
Africa,2005,53.2
Africa,2004,51.3
Africa,2003,51
Africa,2002,48.8
Africa,2001,47.7
Africa,2000,46.6
Europe,2015,71.3
Europe,2014,78
Europe,2013,71
Europe,2012,77
Europe,2011,75
Europe,2010,69.8
Europe,2009,69.2
Europe,2008,67.7
Europe,2007,67.5
Europe,2006,67.7
Europe,2005,67
Europe,2004,67.4
Europe,2003,67.6
Europe,2002,67.6
Europe,2001,67.7
Europe,2000,67.5
Asia,2015,77.1
Asia,2014,76.9
Asia,2013,76.7
Asia,2012,76.5
Asia,2011,76.3
Asia,2010,76.2
Asia,2009,76
Asia,2008,75.8
Asia,2007,75.6
Asia,2006,75.4
Asia,2005,75.3
Asia,2004,75.1
Asia,2003,74.9
Asia,2002,74.7
Asia,2001,74.5
Asia,2000,74.2
Europe,2015,81.2
Europe,2014,81
Europe,2013,87
Europe,2012,86
Europe,2011,86
Europe,2010,82
Europe,2009,81
Europe,2008,79.6
Europe,2007,79.5
Europe,2006,79.3
Europe,2005,79
Europe,2004,78.8
Europe,2003,78.3
Europe,2002,78.2
Europe,2001,78
Europe,2000,77.8
Africa,2015,61.8
Africa,2014,67
Africa,2013,59.7
Africa,2012,58.6
Africa,2011,58.3
Africa,2010,57.5
Africa,2009,56.9
Africa,2008,56.2
Africa,2007,54.5
Africa,2006,53.1
Africa,2005,52.2
Africa,2004,51.5
Africa,2003,58
Africa,2002,52
Africa,2001,49.6
Africa,2000,49.2
North America,2015,79.3
North America,2014,79.1
North America,2013,78.9
North America,2012,78.8
North America,2011,78.7
North America,2010,78.7
North America,2009,78.5
North America,2008,78.2
North America,2007,78.1
North America,2006,77.8
North America,2005,77.5
North America,2004,77.5
North America,2003,77.2
North America,2002,77
North America,2001,76.9
North America,2000,76.8
South America,2015,77
South America,2014,76.8
South America,2013,76.8
South America,2012,76.5
South America,2011,77
South America,2010,76.3
South America,2009,76.6
South America,2008,76.4
South America,2007,75.4
South America,2006,76.2
South America,2005,75.7
South America,2004,75.4
South America,2003,75.4
South America,2002,75.4
South America,2001,75.2
South America,2000,75.1
Asia,2015,69.4
Asia,2014,69.2
Asia,2013,69.1
Asia,2012,68.8
Asia,2011,68.5
Asia,2010,68.3
Asia,2009,68
Asia,2008,67.9
Asia,2007,67.8
Asia,2006,67.6
Asia,2005,67.3
Asia,2004,67.8
Asia,2003,67.2
Asia,2002,67.1
Asia,2001,67.4
Asia,2000,67.1
Oceania,2015,72
Oceania,2014,71.7
Oceania,2013,71.6
Oceania,2012,71.4
Oceania,2011,71.2
Oceania,2010,71
Oceania,2009,78
Oceania,2008,75
Oceania,2007,73
Oceania,2006,71
Oceania,2005,69.9
Oceania,2004,69.6
Oceania,2003,69.4
Oceania,2002,69.3
Oceania,2001,69.1
Oceania,2000,69
South America,2015,74.1
South America,2014,73.9
South America,2013,73.8
South America,2012,73.7
South America,2011,73.8
South America,2010,73.7
South America,2009,73.6
South America,2008,73.2
South America,2007,73.4
South America,2006,73.6
South America,2005,73.6
South America,2004,73.3
South America,2003,72.4
South America,2002,73.1
South America,2001,72.5
South America,2000,72.5
Asia,2015,76
Asia,2014,75.9
Asia,2013,75.7
Asia,2012,75.6
Asia,2011,75.4
Asia,2010,75.2
Asia,2009,75
Asia,2008,74.9
Asia,2007,74.7
Asia,2006,74.6
Asia,2005,74.4
Asia,2004,74.2
Asia,2003,74
Asia,2002,73.8
Asia,2001,73.6
Asia,2000,73.4
Asia,2015,65.7
Asia,2014,65.4
Asia,2013,65.4
Asia,2012,64.7
Asia,2011,64.6
Asia,2010,64.4
Asia,2009,64.1
Asia,2008,63.8
Asia,2007,63.4
Asia,2006,63
Asia,2005,62.6
Asia,2004,62.2
Asia,2003,61.9
Asia,2002,61.5
Asia,2001,61.1
Asia,2000,68
Africa,2015,61.8
Africa,2014,61.1
Africa,2013,63
Africa,2012,59.2
Africa,2011,58.2
Africa,2010,58
Africa,2009,57.4
Africa,2008,55.7
Africa,2007,52.6
Africa,2006,58
Africa,2005,49.3
Africa,2004,47.9
Africa,2003,46.4
Africa,2002,45.5
Africa,2001,44.6
Africa,2000,43.8
Africa,2015,67
Africa,2014,59.2
Africa,2013,58
Africa,2012,56.6
Africa,2011,54.9
Africa,2010,52.4
Africa,2009,50
Africa,2008,48.2
Africa,2007,46.6
Africa,2006,45.4
Africa,2005,44.6
Africa,2004,44.3
Africa,2003,44.5
Africa,2002,44.8
Africa,2001,45.3
Africa,2000,46
